511,510,512,553,552,554,290,263,268,267,269,310,309
491,487,486,488,493,492,261,301,300,302,298,297,299
489,490,503,501,502,497,314,320,318,319,305,303,304
506,504,505,509,507,508,247,312,313,308,306,307,311
538,533,531,532,536,534,494,260,258,259,254,252,253
518,516,517,530,528,529,535,262,266,264,265,251,249
514,513,515,520,519,521,495,246,248,244,243,245,250
537,539,499,498,500,496,550,295,294,296,256,255,257
