647,526,525,527,523,522,316,451,450,452,457,456,458
621,623,628,627,629,643,455,420,422,409,408,410,406
622,626,624,625,638,636,421,427,413,411,412,407,405
645,646,641,639,640,644,447,416,414,415,419,417,418
593,591,592,587,585,586,642,448,443,441,442,446,444
567,568,572,570,571,584,590,453,454,440,438,439,434
569,574,573,575,589,588,637,449,436,435,437,433,432
634,633,635,631,630,632,524,315,317,322,321,323,445
