693,695,700,699,701,661,348,402,404,283,282,284,280
679,678,680,676,675,677,403,275,271,270,272,277,276
692,690,691,686,684,685,273,288,289,293,291,292,278
694,698,696,697,683,681,383,274,287,285,286,281,279
558,559,563,561,562,548,682,381,382,395,393,394,389
544,557,555,556,551,549,546,398,396,397,401,399,400
543,545,541,540,542,547,689,379,378,380,385,384,386
560,565,564,566,688,687,660,350,391,390,392,388,387
