year,date,mode,delta_days,effective_delta,kin,tone,sign,sign_row_color_group
2094,2094-09-22,gregorian,27282,27282,243,9,3,2
2094,2094-09-22,leap_intercalary,27282,27263,224,3,4,3
2094,2094-09-22,leap_double,27282,27301,2,2,2,1
2095,2095-09-22,gregorian,27647,27647,88,10,8,3
2095,2095-09-22,leap_intercalary,27647,27628,69,4,9,0
2095,2095-09-22,leap_double,27647,27666,107,3,7,2
2096,2096-09-22,gregorian,28013,28013,194,12,14,1
2096,2096-09-22,leap_intercalary,28013,27993,174,5,14,1
2096,2096-09-22,leap_double,28013,28033,214,6,14,1
2097,2097-09-22,gregorian,28378,28378,39,13,19,2
2097,2097-09-22,leap_intercalary,28378,28358,19,6,19,2
2097,2097-09-22,leap_double,28378,28398,59,7,19,2
2098,2098-09-22,gregorian,28743,28743,144,1,4,3
2098,2098-09-22,leap_intercalary,28743,28723,124,7,4,3
2098,2098-09-22,leap_double,28743,28763,164,8,4,3
2099,2099-09-22,gregorian,29108,29108,249,2,9,0
2099,2099-09-22,leap_intercalary,29108,29088,229,8,9,0
2099,2099-09-22,leap_double,29108,29128,9,9,9,0
2100,2100-09-22,gregorian,29473,29473,94,3,14,1
2100,2100-09-22,leap_intercalary,29473,29453,74,9,14,1
2100,2100-09-22,leap_double,29473,29493,114,10,14,1

# Key jumps (same MM-DD)
 4y jump: 2020-09-22 -> 2024-09-22 (civil delta=1461)
  - gregorian       kin=156 (Δ161)  sign=16 (Δ 1)  tone=13 (Δ 5)
  - leap_intercalary kin=154 (Δ160)  sign=14 (Δ 0)  tone=11 (Δ 4)
  - leap_double     kin=158 (Δ162)  sign=18 (Δ 2)  tone= 2 (Δ 6)
 8y jump: 2020-09-22 -> 2028-09-22 (civil delta=2922)
  - gregorian       kin= 57 (Δ 62)  sign=17 (Δ 2)  tone= 5 (Δ10)
  - leap_intercalary kin= 54 (Δ 60)  sign=14 (Δ 0)  tone= 2 (Δ 8)
  - leap_double     kin= 60 (Δ 64)  sign=20 (Δ 4)  tone= 8 (Δ12)
16y jump: 2020-09-22 -> 2036-09-22 (civil delta=5844)
  - gregorian       kin=119 (Δ124)  sign=19 (Δ 4)  tone= 2 (Δ 7)
  - leap_intercalary kin=114 (Δ120)  sign=14 (Δ 0)  tone=10 (Δ 3)
  - leap_double     kin=124 (Δ128)  sign= 4 (Δ 8)  tone= 7 (Δ11)

# Subcycle period hints (years)
gregorian:
  period(kin)   = (none <=64y)
  period(sign)  = (none <=64y)
  period(tone)  = (none <=64y)
  period(group) = (none <=64y)
leap_intercalary:
  period(kin)   = 52
  period(sign)  = 4
  period(tone)  = 13
  period(group) = 4
leap_double:
  period(kin)   = (none <=64y)
  period(sign)  = (none <=64y)
  period(tone)  = (none <=64y)
  period(group) = (none <=64y)
