year,date,mode,delta_days,effective_delta,kin,tone,sign,sign_row_color_group
2066,2066-03-21,leap_intercalary,16870,16858,219,11,19,2
2066,2066-03-21,leap_double,16870,16882,243,9,3,2
2067,2067-03-21,gregorian,17235,17235,76,11,16,3
2067,2067-03-21,leap_intercalary,17235,17223,64,12,4,3
2067,2067-03-21,leap_double,17235,17247,88,10,8,3
2068,2068-03-21,gregorian,17601,17601,182,13,2,1
2068,2068-03-21,leap_intercalary,17601,17588,169,13,9,0
2068,2068-03-21,leap_double,17601,17614,195,13,15,2
2069,2069-03-21,gregorian,17966,17966,27,1,7,2
2069,2069-03-21,leap_intercalary,17966,17953,14,1,14,1
2069,2069-03-21,leap_double,17966,17979,40,1,20,3
2070,2070-03-21,gregorian,18331,18331,132,2,12,3
2070,2070-03-21,leap_intercalary,18331,18318,119,2,19,2
2070,2070-03-21,leap_double,18331,18344,145,2,5,0
2071,2071-03-21,gregorian,18696,18696,237,3,17,0
2071,2071-03-21,leap_intercalary,18696,18683,224,3,4,3
2071,2071-03-21,leap_double,18696,18709,250,3,10,1
2072,2072-03-21,gregorian,19062,19062,83,5,3,2
2072,2072-03-21,leap_intercalary,19062,19048,69,4,9,0
2072,2072-03-21,leap_double,19062,19076,97,6,17,0
2073,2073-03-21,gregorian,19427,19427,188,6,8,3
2073,2073-03-21,leap_intercalary,19427,19413,174,5,14,1
2073,2073-03-21,leap_double,19427,19441,202,7,2,1
2074,2074-03-21,gregorian,19792,19792,33,7,13,0
2074,2074-03-21,leap_intercalary,19792,19778,19,6,19,2
2074,2074-03-21,leap_double,19792,19806,47,8,7,2
2075,2075-03-21,gregorian,20157,20157,138,8,18,1
2075,2075-03-21,leap_intercalary,20157,20143,124,7,4,3
2075,2075-03-21,leap_double,20157,20171,152,9,12,3
2076,2076-03-21,gregorian,20523,20523,244,10,4,3
2076,2076-03-21,leap_intercalary,20523,20508,229,8,9,0
2076,2076-03-21,leap_double,20523,20538,259,12,19,2
2077,2077-03-21,gregorian,20888,20888,89,11,9,0
2077,2077-03-21,leap_intercalary,20888,20873,74,9,14,1
2077,2077-03-21,leap_double,20888,20903,104,13,4,3
2078,2078-03-21,gregorian,21253,21253,194,12,14,1
2078,2078-03-21,leap_intercalary,21253,21238,179,10,19,2
2078,2078-03-21,leap_double,21253,21268,209,1,9,0
2079,2079-03-21,gregorian,21618,21618,39,13,19,2
2079,2079-03-21,leap_intercalary,21618,21603,24,11,4,3
2079,2079-03-21,leap_double,21618,21633,54,2,14,1
2080,2080-03-21,gregorian,21984,21984,145,2,5,0
2080,2080-03-21,leap_intercalary,21984,21968,129,12,9,0
2080,2080-03-21,leap_double,21984,22000,161,5,1,0
2081,2081-03-21,gregorian,22349,22349,250,3,10,1
2081,2081-03-21,leap_intercalary,22349,22333,234,13,14,1
2081,2081-03-21,leap_double,22349,22365,6,6,6,1
2082,2082-03-21,gregorian,22714,22714,95,4,15,2
2082,2082-03-21,leap_intercalary,22714,22698,79,1,19,2
2082,2082-03-21,leap_double,22714,22730,111,7,11,2
2083,2083-03-21,gregorian,23079,23079,200,5,20,3
2083,2083-03-21,leap_intercalary,23079,23063,184,2,4,3
2083,2083-03-21,leap_double,23079,23095,216,8,16,3
2084,2084-03-21,gregorian,23445,23445,46,7,6,1
2084,2084-03-21,leap_intercalary,23445,23428,29,3,9,0
2084,2084-03-21,leap_double,23445,23462,63,11,3,2
2085,2085-03-21,gregorian,23810,23810,151,8,11,2
2085,2085-03-21,leap_intercalary,23810,23793,134,4,14,1
2085,2085-03-21,leap_double,23810,23827,168,12,8,3
2086,2086-03-21,gregorian,24175,24175,256,9,16,3
2086,2086-03-21,leap_intercalary,24175,24158,239,5,19,2
2086,2086-03-21,leap_double,24175,24192,13,13,13,0
2087,2087-03-21,gregorian,24540,24540,101,10,1,0
2087,2087-03-21,leap_intercalary,24540,24523,84,6,4,3
2087,2087-03-21,leap_double,24540,24557,118,1,18,1
2088,2088-03-21,gregorian,24906,24906,207,12,7,2
2088,2088-03-21,leap_intercalary,24906,24888,189,7,9,0
2088,2088-03-21,leap_double,24906,24924,225,4,5,0
2089,2089-03-21,gregorian,25271,25271,52,13,12,3
2089,2089-03-21,leap_intercalary,25271,25253,34,8,14,1
2089,2089-03-21,leap_double,25271,25289,70,5,10,1
2090,2090-03-21,gregorian,25636,25636,157,1,17,0
2090,2090-03-21,leap_intercalary,25636,25618,139,9,19,2
2090,2090-03-21,leap_double,25636,25654,175,6,15,2
2091,2091-03-21,gregorian,26001,26001,2,2,2,1
2091,2091-03-21,leap_intercalary,26001,25983,244,10,4,3
2091,2091-03-21,leap_double,26001,26019,20,7,20,3
2092,2092-03-21,gregorian,26367,26367,108,4,8,3
2092,2092-03-21,leap_intercalary,26367,26348,89,11,9,0
2092,2092-03-21,leap_double,26367,26386,127,10,7,2
2093,2093-03-21,gregorian,26732,26732,213,5,13,0
2093,2093-03-21,leap_intercalary,26732,26713,194,12,14,1
2093,2093-03-21,leap_double,26732,26751,232,11,12,3
2094,2094-03-21,gregorian,27097,27097,58,6,18,1
2094,2094-03-21,leap_intercalary,27097,27078,39,13,19,2
2094,2094-03-21,leap_double,27097,27116,77,12,17,0
2095,2095-03-21,gregorian,27462,27462,163,7,3,2
2095,2095-03-21,leap_intercalary,27462,27443,144,1,4,3
2095,2095-03-21,leap_double,27462,27481,182,13,2,1
2096,2096-03-21,gregorian,27828,27828,9,9,9,0
2096,2096-03-21,leap_intercalary,27828,27808,249,2,9,0
2096,2096-03-21,leap_double,27828,27848,29,3,9,0
2097,2097-03-21,gregorian,28193,28193,114,10,14,1
2097,2097-03-21,leap_intercalary,28193,28173,94,3,14,1
2097,2097-03-21,leap_double,28193,28213,134,4,14,1
2098,2098-03-21,gregorian,28558,28558,219,11,19,2
2098,2098-03-21,leap_intercalary,28558,28538,199,4,19,2
2098,2098-03-21,leap_double,28558,28578,239,5,19,2
2099,2099-03-21,gregorian,28923,28923,64,12,4,3
2099,2099-03-21,leap_intercalary,28923,28903,44,5,4,3
2099,2099-03-21,leap_double,28923,28943,84,6,4,3
2100,2100-03-21,gregorian,29288,29288,169,13,9,0
2100,2100-03-21,leap_intercalary,29288,29268,149,6,9,0
2100,2100-03-21,leap_double,29288,29308,189,7,9,0

# Key jumps (same MM-DD)
 4y jump: 2020-03-21 -> 2024-03-21 (civil delta=1461)
  - gregorian       kin=231 (Δ161)  sign=11 (Δ 1)  tone=10 (Δ 5)
  - leap_intercalary kin=229 (Δ160)  sign= 9 (Δ 0)  tone= 8 (Δ 4)
  - leap_double     kin=233 (Δ162)  sign=13 (Δ 2)  tone=12 (Δ 6)
 8y jump: 2020-03-21 -> 2028-03-21 (civil delta=2922)
  - gregorian       kin=132 (Δ 62)  sign=12 (Δ 2)  tone= 2 (Δ10)
  - leap_intercalary kin=129 (Δ 60)  sign= 9 (Δ 0)  tone=12 (Δ 8)
  - leap_double     kin=135 (Δ 64)  sign=15 (Δ 4)  tone= 5 (Δ12)
16y jump: 2020-03-21 -> 2036-03-21 (civil delta=5844)
  - gregorian       kin=194 (Δ124)  sign=14 (Δ 4)  tone=12 (Δ 7)
  - leap_intercalary kin=189 (Δ120)  sign= 9 (Δ 0)  tone= 7 (Δ 3)
  - leap_double     kin=199 (Δ128)  sign=19 (Δ 8)  tone= 4 (Δ11)

# Subcycle period hints (years)
gregorian:
  period(kin)   = (none <=64y)
  period(sign)  = (none <=64y)
  period(tone)  = (none <=64y)
  period(group) = (none <=64y)
leap_intercalary:
  period(kin)   = 52
  period(sign)  = 4
  period(tone)  = 13
  period(group) = 4
leap_double:
  period(kin)   = (none <=64y)
  period(sign)  = (none <=64y)
  period(tone)  = (none <=64y)
  period(group) = (none <=64y)
