year,date,mode,delta_days,effective_delta,kin,tone,sign,sign_row_color_group
2037,2037-03-20,gregorian,6277,6277,38,12,18,1
2037,2037-03-20,leap_intercalary,6277,6272,33,7,13,0
2037,2037-03-20,leap_double,6277,6282,43,4,3,2
2038,2038-03-20,gregorian,6642,6642,143,13,3,2
2038,2038-03-20,leap_intercalary,6642,6637,138,8,18,1
2038,2038-03-20,leap_double,6642,6647,148,5,8,3
2039,2039-03-20,gregorian,7007,7007,248,1,8,3
2039,2039-03-20,leap_intercalary,7007,7002,243,9,3,2
2039,2039-03-20,leap_double,7007,7012,253,6,13,0
2040,2040-03-20,gregorian,7373,7373,94,3,14,1
2040,2040-03-20,leap_intercalary,7373,7367,88,10,8,3
2040,2040-03-20,leap_double,7373,7379,100,9,20,3
2041,2041-03-20,gregorian,7738,7738,199,4,19,2
2041,2041-03-20,leap_intercalary,7738,7732,193,11,13,0
2041,2041-03-20,leap_double,7738,7744,205,10,5,0
2042,2042-03-20,gregorian,8103,8103,44,5,4,3
2042,2042-03-20,leap_intercalary,8103,8097,38,12,18,1
2042,2042-03-20,leap_double,8103,8109,50,11,10,1
2043,2043-03-20,gregorian,8468,8468,149,6,9,0
2043,2043-03-20,leap_intercalary,8468,8462,143,13,3,2
2043,2043-03-20,leap_double,8468,8474,155,12,15,2
2044,2044-03-20,gregorian,8834,8834,255,8,15,2
2044,2044-03-20,leap_intercalary,8834,8827,248,1,8,3
2044,2044-03-20,leap_double,8834,8841,2,2,2,1
2045,2045-03-20,gregorian,9199,9199,100,9,20,3
2045,2045-03-20,leap_intercalary,9199,9192,93,2,13,0
2045,2045-03-20,leap_double,9199,9206,107,3,7,2
2046,2046-03-20,gregorian,9564,9564,205,10,5,0
2046,2046-03-20,leap_intercalary,9564,9557,198,3,18,1
2046,2046-03-20,leap_double,9564,9571,212,4,12,3
2047,2047-03-20,gregorian,9929,9929,50,11,10,1
2047,2047-03-20,leap_intercalary,9929,9922,43,4,3,2
2047,2047-03-20,leap_double,9929,9936,57,5,17,0
2048,2048-03-20,gregorian,10295,10295,156,13,16,3
2048,2048-03-20,leap_intercalary,10295,10287,148,5,8,3
2048,2048-03-20,leap_double,10295,10303,164,8,4,3
2049,2049-03-20,gregorian,10660,10660,1,1,1,0
2049,2049-03-20,leap_intercalary,10660,10652,253,6,13,0
2049,2049-03-20,leap_double,10660,10668,9,9,9,0
2050,2050-03-20,gregorian,11025,11025,106,2,6,1
2050,2050-03-20,leap_intercalary,11025,11017,98,7,18,1
2050,2050-03-20,leap_double,11025,11033,114,10,14,1
2051,2051-03-20,gregorian,11390,11390,211,3,11,2
2051,2051-03-20,leap_intercalary,11390,11382,203,8,3,2
2051,2051-03-20,leap_double,11390,11398,219,11,19,2
2052,2052-03-20,gregorian,11756,11756,57,5,17,0
2052,2052-03-20,leap_intercalary,11756,11747,48,9,8,3
2052,2052-03-20,leap_double,11756,11765,66,1,6,1
2053,2053-03-20,gregorian,12121,12121,162,6,2,1
2053,2053-03-20,leap_intercalary,12121,12112,153,10,13,0
2053,2053-03-20,leap_double,12121,12130,171,2,11,2
2054,2054-03-20,gregorian,12486,12486,7,7,7,2
2054,2054-03-20,leap_intercalary,12486,12477,258,11,18,1
2054,2054-03-20,leap_double,12486,12495,16,3,16,3
2055,2055-03-20,gregorian,12851,12851,112,8,12,3
2055,2055-03-20,leap_intercalary,12851,12842,103,12,3,2
2055,2055-03-20,leap_double,12851,12860,121,4,1,0
2056,2056-03-20,gregorian,13217,13217,218,10,18,1
2056,2056-03-20,leap_intercalary,13217,13207,208,13,8,3
2056,2056-03-20,leap_double,13217,13227,228,7,8,3
2057,2057-03-20,gregorian,13582,13582,63,11,3,2
2057,2057-03-20,leap_intercalary,13582,13572,53,1,13,0
2057,2057-03-20,leap_double,13582,13592,73,8,13,0
2058,2058-03-20,gregorian,13947,13947,168,12,8,3
2058,2058-03-20,leap_intercalary,13947,13937,158,2,18,1
2058,2058-03-20,leap_double,13947,13957,178,9,18,1
2059,2059-03-20,gregorian,14312,14312,13,13,13,0
2059,2059-03-20,leap_intercalary,14312,14302,3,3,3,2
2059,2059-03-20,leap_double,14312,14322,23,10,3,2
2060,2060-03-20,gregorian,14678,14678,119,2,19,2
2060,2060-03-20,leap_intercalary,14678,14667,108,4,8,3
2060,2060-03-20,leap_double,14678,14689,130,13,10,1
2061,2061-03-20,gregorian,15043,15043,224,3,4,3
2061,2061-03-20,leap_intercalary,15043,15032,213,5,13,0
2061,2061-03-20,leap_double,15043,15054,235,1,15,2
2062,2062-03-20,gregorian,15408,15408,69,4,9,0
2062,2062-03-20,leap_intercalary,15408,15397,58,6,18,1
2062,2062-03-20,leap_double,15408,15419,80,2,20,3
2063,2063-03-20,gregorian,15773,15773,174,5,14,1
2063,2063-03-20,leap_intercalary,15773,15762,163,7,3,2
2063,2063-03-20,leap_double,15773,15784,185,3,5,0
2064,2064-03-20,gregorian,16139,16139,20,7,20,3
2064,2064-03-20,leap_intercalary,16139,16127,8,8,8,3
2064,2064-03-20,leap_double,16139,16151,32,6,12,3
2065,2065-03-20,gregorian,16504,16504,125,8,5,0
2065,2065-03-20,leap_intercalary,16504,16492,113,9,13,0
2065,2065-03-20,leap_double,16504,16516,137,7,17,0
2066,2066-03-20,gregorian,16869,16869,230,9,10,1
2066,2066-03-20,leap_intercalary,16869,16857,218,10,18,1
2066,2066-03-20,leap_double,16869,16881,242,8,2,1
2067,2067-03-20,gregorian,17234,17234,75,10,15,2
2067,2067-03-20,leap_intercalary,17234,17222,63,11,3,2
2067,2067-03-20,leap_double,17234,17246,87,9,7,2
2068,2068-03-20,gregorian,17600,17600,181,12,1,0
2068,2068-03-20,leap_intercalary,17600,17587,168,12,8,3
2068,2068-03-20,leap_double,17600,17613,194,12,14,1
2069,2069-03-20,gregorian,17965,17965,26,13,6,1
2069,2069-03-20,leap_intercalary,17965,17952,13,13,13,0
2069,2069-03-20,leap_double,17965,17978,39,13,19,2
2070,2070-03-20,gregorian,18330,18330,131,1,11,2
2070,2070-03-20,leap_intercalary,18330,18317,118,1,18,1
2070,2070-03-20,leap_double,18330,18343,144,1,4,3
2071,2071-03-20,gregorian,18695,18695,236,2,16,3
2071,2071-03-20,leap_intercalary,18695,18682,223,2,3,2
2071,2071-03-20,leap_double,18695,18708,249,2,9,0
2072,2072-03-20,gregorian,19061,19061,82,4,2,1
2072,2072-03-20,leap_intercalary,19061,19047,68,3,8,3
2072,2072-03-20,leap_double,19061,19075,96,5,16,3
2073,2073-03-20,gregorian,19426,19426,187,5,7,2
2073,2073-03-20,leap_intercalary,19426,19412,173,4,13,0
2073,2073-03-20,leap_double,19426,19440,201,6,1,0
2074,2074-03-20,gregorian,19791,19791,32,6,12,3
2074,2074-03-20,leap_intercalary,19791,19777,18,5,18,1
2074,2074-03-20,leap_double,19791,19805,46,7,6,1
2075,2075-03-20,gregorian,20156,20156,137,7,17,0
2075,2075-03-20,leap_intercalary,20156,20142,123,6,3,2
2075,2075-03-20,leap_double,20156,20170,151,8,11,2
2076,2076-03-20,gregorian,20522,20522,243,9,3,2
2076,2076-03-20,leap_intercalary,20522,20507,228,7,8,3
2076,2076-03-20,leap_double,20522,20537,258,11,18,1
2077,2077-03-20,gregorian,20887,20887,88,10,8,3
2077,2077-03-20,leap_intercalary,20887,20872,73,8,13,0
2077,2077-03-20,leap_double,20887,20902,103,12,3,2
2078,2078-03-20,gregorian,21252,21252,193,11,13,0
2078,2078-03-20,leap_intercalary,21252,21237,178,9,18,1
2078,2078-03-20,leap_double,21252,21267,208,13,8,3
2079,2079-03-20,gregorian,21617,21617,38,12,18,1
2079,2079-03-20,leap_intercalary,21617,21602,23,10,3,2
2079,2079-03-20,leap_double,21617,21632,53,1,13,0
2080,2080-03-20,gregorian,21983,21983,144,1,4,3
2080,2080-03-20,leap_intercalary,21983,21967,128,11,8,3
2080,2080-03-20,leap_double,21983,21999,160,4,20,3
2081,2081-03-20,gregorian,22348,22348,249,2,9,0
2081,2081-03-20,leap_intercalary,22348,22332,233,12,13,0
2081,2081-03-20,leap_double,22348,22364,5,5,5,0
2082,2082-03-20,gregorian,22713,22713,94,3,14,1
2082,2082-03-20,leap_intercalary,22713,22697,78,13,18,1
2082,2082-03-20,leap_double,22713,22729,110,6,10,1
2083,2083-03-20,gregorian,23078,23078,199,4,19,2
2083,2083-03-20,leap_intercalary,23078,23062,183,1,3,2
2083,2083-03-20,leap_double,23078,23094,215,7,15,2
2084,2084-03-20,gregorian,23444,23444,45,6,5,0
2084,2084-03-20,leap_intercalary,23444,23427,28,2,8,3
2084,2084-03-20,leap_double,23444,23461,62,10,2,1
2085,2085-03-20,gregorian,23809,23809,150,7,10,1
2085,2085-03-20,leap_intercalary,23809,23792,133,3,13,0
2085,2085-03-20,leap_double,23809,23826,167,11,7,2
2086,2086-03-20,gregorian,24174,24174,255,8,15,2
2086,2086-03-20,leap_intercalary,24174,24157,238,4,18,1
2086,2086-03-20,leap_double,24174,24191,12,12,12,3
2087,2087-03-20,gregorian,24539,24539,100,9,20,3
2087,2087-03-20,leap_intercalary,24539,24522,83,5,3,2
2087,2087-03-20,leap_double,24539,24556,117,13,17,0
2088,2088-03-20,gregorian,24905,24905,206,11,6,1
2088,2088-03-20,leap_intercalary,24905,24887,188,6,8,3
2088,2088-03-20,leap_double,24905,24923,224,3,4,3
2089,2089-03-20,gregorian,25270,25270,51,12,11,2
2089,2089-03-20,leap_intercalary,25270,25252,33,7,13,0
2089,2089-03-20,leap_double,25270,25288,69,4,9,0
2090,2090-03-20,gregorian,25635,25635,156,13,16,3
2090,2090-03-20,leap_intercalary,25635,25617,138,8,18,1
2090,2090-03-20,leap_double,25635,25653,174,5,14,1
2091,2091-03-20,gregorian,26000,26000,1,1,1,0
2091,2091-03-20,leap_intercalary,26000,25982,243,9,3,2
2091,2091-03-20,leap_double,26000,26018,19,6,19,2
2092,2092-03-20,gregorian,26366,26366,107,3,7,2
2092,2092-03-20,leap_intercalary,26366,26347,88,10,8,3
2092,2092-03-20,leap_double,26366,26385,126,9,6,1
2093,2093-03-20,gregorian,26731,26731,212,4,12,3
2093,2093-03-20,leap_intercalary,26731,26712,193,11,13,0
2093,2093-03-20,leap_double,26731,26750,231,10,11,2
2094,2094-03-20,gregorian,27096,27096,57,5,17,0
2094,2094-03-20,leap_intercalary,27096,27077,38,12,18,1
2094,2094-03-20,leap_double,27096,27115,76,11,16,3
2095,2095-03-20,gregorian,27461,27461,162,6,2,1
2095,2095-03-20,leap_intercalary,27461,27442,143,13,3,2
2095,2095-03-20,leap_double,27461,27480,181,12,1,0
2096,2096-03-20,gregorian,27827,27827,8,8,8,3
2096,2096-03-20,leap_intercalary,27827,27807,248,1,8,3
2096,2096-03-20,leap_double,27827,27847,28,2,8,3
2097,2097-03-20,gregorian,28192,28192,113,9,13,0
2097,2097-03-20,leap_intercalary,28192,28172,93,2,13,0
2097,2097-03-20,leap_double,28192,28212,133,3,13,0
2098,2098-03-20,gregorian,28557,28557,218,10,18,1
2098,2098-03-20,leap_intercalary,28557,28537,198,3,18,1
2098,2098-03-20,leap_double,28557,28577,238,4,18,1
2099,2099-03-20,gregorian,28922,28922,63,11,3,2
2099,2099-03-20,leap_intercalary,28922,28902,43,4,3,2
2099,2099-03-20,leap_double,28922,28942,83,5,3,2
2100,2100-03-20,gregorian,29287,29287,168,12,8,3
2100,2100-03-20,leap_intercalary,29287,29267,148,5,8,3
2100,2100-03-20,leap_double,29287,29307,188,6,8,3

# Key jumps (same MM-DD)
 4y jump: 2020-03-20 -> 2024-03-20 (civil delta=1461)
  - gregorian       kin=230 (Δ161)  sign=10 (Δ 1)  tone= 9 (Δ 5)
  - leap_intercalary kin=228 (Δ160)  sign= 8 (Δ 0)  tone= 7 (Δ 4)
  - leap_double     kin=232 (Δ162)  sign=12 (Δ 2)  tone=11 (Δ 6)
 8y jump: 2020-03-20 -> 2028-03-20 (civil delta=2922)
  - gregorian       kin=131 (Δ 62)  sign=11 (Δ 2)  tone= 1 (Δ10)
  - leap_intercalary kin=128 (Δ 60)  sign= 8 (Δ 0)  tone=11 (Δ 8)
  - leap_double     kin=134 (Δ 64)  sign=14 (Δ 4)  tone= 4 (Δ12)
16y jump: 2020-03-20 -> 2036-03-20 (civil delta=5844)
  - gregorian       kin=193 (Δ124)  sign=13 (Δ 4)  tone=11 (Δ 7)
  - leap_intercalary kin=188 (Δ120)  sign= 8 (Δ 0)  tone= 6 (Δ 3)
  - leap_double     kin=198 (Δ128)  sign=18 (Δ 8)  tone= 3 (Δ11)

# Subcycle period hints (years)
gregorian:
  period(kin)   = (none <=64y)
  period(sign)  = (none <=64y)
  period(tone)  = (none <=64y)
  period(group) = (none <=64y)
leap_intercalary:
  period(kin)   = 52
  period(sign)  = 4
  period(tone)  = 13
  period(group) = 4
leap_double:
  period(kin)   = (none <=64y)
  period(sign)  = (none <=64y)
  period(tone)  = (none <=64y)
  period(group) = (none <=64y)
